,length of time series,number of time series compared,incidence mean,incidence std,expected noise:event ratio,max lag,number of populations,individuals within populations similar,individuals across populations similar,Z score mean (v1_sigma),Z score std (v1_sigma),Z score mean (v2_sigma),Z score std (v2_sigma),raw data directory,log ratio,number_of_comparisons,v1_null_mean,v1_null_std,v2_null_mean,v2_null_std,v1 weighted Z-score,v1 p-value,v2 weighted Z-score,v2 p-value,sqrt number_of_comparisons
949,2796,48,0.315465546,0.075193359,0.607809052,55,3,FALSE,TRUE,2.663478144,0.916094625,0.196221424,8.012529674,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2796/2021_2_6_3_7_22,-0.497894506,360,1.336167748,0.955156132,0.146542168,8.468524902,26.36631145,1,0.111305997,0.54431315,18.97366596
950,4629,46,0.152751557,0.081833636,4.248779009,16,4,TRUE,FALSE,1.405809089,1.151806461,0.282700322,0.942123402,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4629/2021_2_6_3_7_51,1.44663165,302,0.026586634,0.971498834,0.008209769,0.850292891,24.67149729,1,5.609993082,0.99999999,17.3781472
951,3594,33,0.203057284,0.053838192,1.168863998,52,5,FALSE,FALSE,3.483172205,1.775077863,0.365532205,5.151437913,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3594/2021_2_6_3_8_8,0.156032336,99,0.52853329,1.05974501,0.072843764,5.32630466,27.74090536,1,0.546760542,0.707728373,9.949874371
952,3188,36,0.391555137,0.008285453,0.99393699,11,2,TRUE,TRUE,1.370515396,0.937218884,0.131909226,0.834153213,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3188/2021_2_6_3_8_51,-0.006081465,306,-0.166009225,0.889166883,-0.016184297,0.855426864,30.22852513,1,3.028404572,0.998770756,17.49285568
953,4908,27,0.154713393,0.09364912,0.712921663,30,4,FALSE,FALSE,3.891963754,1.326880052,0.444491461,4.270440957,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4908/2021_2_6_3_9_4,-0.338383734,95,0.359835311,0.888602876,0.047205047,6.027918675,38.74276178,1,0.642389054,0.739689698,9.746794345
954,2150,30,0.127705426,0.038585534,1.915596779,38,7,TRUE,FALSE,1.466171413,1.92159633,0.290040594,0.597675775,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2150/2021_2_6_3_9_10,0.650029208,58,0.215348289,1.10756492,0.042231327,0.638150906,8.600836778,1,2.957386929,0.998448707,7.615773106
955,2144,133,0.214348839,0.009175138,62.92051107,12,7,TRUE,TRUE,0.006769787,0.976081013,-0.000729438,0.96857892,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2144/2021_2_6_3_11_1,4.141872201,1197,-0.072005194,0.992348256,-0.010776067,0.993287282,2.746447305,0.996987772,0.349939176,0.636807827,34.59768778
956,3897,28,0.207009055,0.072761015,3.84902826,9,2,FALSE,TRUE,0.621662819,1.140702727,-0.136431749,10.52951596,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3897/2021_2_6_3_11_10,1.347820716,182,-0.258382728,0.935611584,-0.032098318,11.10431932,12.68952173,1,-0.126755626,0.449566909,13.49073756
957,4067,72,0.110240281,0.038774616,1.001609276,13,8,TRUE,FALSE,3.801836452,2.693986501,0.784703164,0.927127787,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4067/2021_2_6_3_11_44,0.001607982,365,0.089517804,1.063044582,0.01195358,0.616364064,66.71756709,1,23.95233749,1,19.10497317
958,3423,29,0.226439804,0.023793539,0.485728375,20,5,TRUE,FALSE,2.415567666,0.908708071,0.307592195,0.460365036,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3423/2021_2_6_3_11_53,-0.722105711,81,0.015616389,0.922099977,0.001839744,0.487592461,23.42431626,1,5.643590245,0.999999992,9
959,3982,41,0.192292144,0.119122275,0.655976495,51,4,FALSE,FALSE,0.522391848,1.010369674,-0.338180307,11.39021356,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3982/2021_2_6_3_12_9,-0.421630321,194,-0.067737397,0.971563502,-0.008278905,12.63994514,8.460125605,1,-0.363529649,0.358104634,13.92838828
960,2198,78,0.038222393,0.005782655,0.303964313,11,6,TRUE,TRUE,3.71715993,1.477390525,1.276490206,0.652839354,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2198/2021_2_6_3_12_29,-1.190844976,468,0.029623862,0.925042275,0.009595232,0.516139825,86.23779083,1,53.10020155,1,21.63330765
961,4497,96,0.325165851,0.057109643,1.441302656,8,8,FALSE,TRUE,2.036367005,1.156222207,0.108909264,7.563186484,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4497/2021_2_6_3_15_51,0.365547327,528,0.080350368,1.01322883,0.008346959,8.036472324,44.35902247,1,0.28753236,0.613147636,22.97825059
962,3600,71,0.136635368,0.06410926,1.148775849,29,8,TRUE,FALSE,2.763844663,1.46950435,0.541867235,0.858876955,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3600/2021_2_6_3_16_28,0.138696896,303,0.022831129,1.02800525,-0.000151633,0.772494897,46.41273506,1,12.21349896,1,17.40689519
963,4938,18,0.01418703,0.014708294,4.100006144,58,2,FALSE,TRUE,1.291634965,1.055692314,-0.149402116,6.443993113,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4938/2021_2_6_3_16_29,1.410988472,72,-0.193034223,1.089249161,-0.100340623,6.946275288,11.56561442,1,-0.059931482,0.476105103,8.485281374
964,1779,37,0.103474469,0.077622776,0.618079639,29,5,FALSE,FALSE,0.646138014,1.296599201,-0.472133675,10.86738574,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1779/2021_2_6_3_16_34,-0.481137964,154,-0.020809648,0.935839645,-0.003256255,10.20858605,8.844039545,1,-0.56997274,0.284348094,12.40967365
965,4099,44,0.139579498,0.080546942,1.069706407,17,6,TRUE,FALSE,2.877689602,1.730183989,0.615995406,0.623702359,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4099/2021_2_6_3_16_49,0.067384225,160,0.161347215,0.884058093,0.021817052,0.532263987,38.86544975,1,14.12048893,1,12.64911064
966,4532,11,0.225046137,0.113468167,2.402525246,23,3,FALSE,FALSE,1.737780715,1.86709541,-0.245448643,7.669012321,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4532/2021_2_6_3_16_51,0.87652037,15,0.331528343,1.016532676,0.049186437,7.902717205,5.357813029,0.999999958,-0.144395494,0.442594087,3.872983346
967,3714,29,0.138014595,0.030038097,0.620034285,16,4,TRUE,FALSE,2.367140324,1.330837427,0.38607197,0.712367397,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3714/2021_2_6_3_16_57,-0.477980505,112,0.073296174,0.931447226,0.011471524,0.673074431,26.06241555,1,5.889985263,0.999999998,10.58300524
968,4626,105,0.126325325,0.050985999,0.126174724,15,7,FALSE,TRUE,3.841366351,1.356003249,0.418253084,8.745507493,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4626/2021_2_6_3_18_27,-2.070087635,735,0.052467208,0.905561567,0.010058949,9.293158671,113.4328208,1,1.190822625,0.883138388,27.11088342
969,3087,13,0.037103486,0.005364577,0.396176317,12,2,TRUE,FALSE,3.027997167,1.243387109,0.970636715,0.515047739,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3087/2021_2_6_3_18_27,-0.925895922,42,0.488761884,0.62960672,0.162490626,0.373654207,26.13715024,1,14.01666339,1,6.480740698
970,1979,56,0.289323612,0.009755736,3.360300808,6,4,TRUE,TRUE,0.666617917,1.123908351,0.084180493,0.885455458,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1979/2021_2_6_3_18_53,1.212030496,364,-0.234579514,1.08458969,-0.030120961,0.905087605,15.85277024,1,2.409416207,0.992010968,19.07878403
971,3543,35,0.356977541,0.04749572,0.796977666,31,5,FALSE,TRUE,2.807904232,1.078235808,0.200436676,4.818949546,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3543/2021_2_6_3_19_16,-0.226928623,105,0.899565582,0.978506463,0.089309779,5.369090654,19.98418296,1,0.212086537,0.583980239,10.24695077
972,1373,41,0.195956869,0.073582023,0.577472091,9,8,FALSE,FALSE,2.037276992,1.30642019,0.194403739,4.126331263,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1373/2021_2_6_3_19_24,-0.549095166,109,-0.066423462,0.935225284,-0.009179117,4.202061226,23.48447793,1,0.505815433,0.693506888,10.44030651
973,4408,54,0.269379747,0.063988186,1.53889652,5,6,FALSE,TRUE,1.501421497,0.880474,-0.008113602,8.015001645,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4408/2021_2_6_3_20_13,0.431065614,216,0.140671434,0.889784194,0.015320866,8.81892973,22.47607912,1,-0.039054052,0.484423647,14.69693846
974,2950,18,0.241619586,0.052033813,0.959531008,52,2,TRUE,FALSE,2.600707242,1.399746904,0.350605227,0.56287931,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2950/2021_2_6_3_20_16,-0.041310647,73,0.487877082,0.889103896,0.062426811,0.46402914,20.30362129,1,5.306126819,0.999999944,8.544003745
975,2329,39,0.109378957,0.055116533,0.123913892,24,9,FALSE,FALSE,3.869719383,1.400215527,0.7160378,2.743668654,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2329/2021_2_6_3_20_23,-2.088168376,77,0.400656258,0.984199366,0.080479922,3.350866273,30.92961286,1,1.664345066,0.951978254,8.774964387
976,4102,45,0.062094371,0.057572371,0.710347366,45,6,FALSE,FALSE,2.343784358,1.920798605,0.110627802,9.503084162,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4102/2021_2_6_3_20_33,-0.34200118,189,0.105040204,0.96064856,0.025250023,9.175782304,32.03840083,1,0.127918293,0.550893183,13.74772708
977,2124,25,0.188248588,0.095569209,0.942677574,41,5,TRUE,FALSE,1.527711786,1.558251703,0.264463517,0.641311985,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2124/2021_2_6_3_20_37,-0.05903097,54,0.336512621,0.829498178,0.055986973,0.688902967,10.55275422,1,2.223801527,0.9869191,7.348469228
978,2485,22,0.237168465,0.150859992,0.663068555,10,3,FALSE,FALSE,0.818205512,1.00050477,-0.022659679,6.977184318,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2485/2021_2_6_3_20_41,-0.410876893,75,-0.548588503,0.827559693,-0.06777375,4.704380777,14.30323817,1,0.083050104,0.53309415,8.660254038
979,1375,117,0.134651127,0.009133397,0.428536432,51,9,TRUE,TRUE,2.601540634,1.396976569,0.536891854,0.535473072,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1375/2021_2_6_3_21_34,-0.847379523,702,0.385432166,1.061823265,0.079554693,0.509411687,55.29773366,1,23.78680668,1,26.4952826
980,3290,49,0.286036846,0.009225927,1.313691571,35,7,TRUE,TRUE,1.62544208,1.072968989,0.183472006,0.744159197,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3290/2021_2_6_3_22_5,0.272841167,147,0.134345918,0.973643043,0.015387851,0.814984142,18.56797551,1,2.500554277,0.993800043,12.12435565
981,2041,34,0.248782315,0.064362847,1.080574934,39,2,FALSE,TRUE,2.769299721,1.334566644,0.297004889,6.129814722,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2041/2021_2_6_3_22_13,0.077493246,272,0.065940335,0.973128441,0.008938386,6.505171727,45.81609508,1,0.730328832,0.767405396,16.4924225
982,4393,25,0.131591168,0.064909139,12.17958682,59,8,FALSE,FALSE,-0.259998661,1.195411003,-1.014179392,7.033119588,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4393/2021_2_6_3_22_18,2.499761339,30,-0.071560094,1.044343347,-0.014614388,9.11371455,-0.98829618,0.161503808,-0.60072575,0.274011333,5.477225575
983,2245,35,0.173566656,0.045389851,0.91439008,19,6,TRUE,FALSE,1.795687247,1.788370413,0.291143128,0.692173673,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2245/2021_2_6_3_22_25,-0.089498015,123,-0.098291636,0.869517333,-0.015654666,0.637682364,24.15735852,1,5.335810305,0.999999952,11.09053651
984,1554,20,0.288835264,0.008501213,0.367933323,54,4,TRUE,TRUE,3.079436281,0.901098828,0.414989698,0.565786766,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1554/2021_2_6_3_22_28,-0.999853545,40,0.994265362,1.004417264,0.134702013,0.639109454,13.12978112,1,2.773695422,0.997228823,6.32455532
985,4436,13,0.104026496,0.048937767,8.054463248,36,3,FALSE,FALSE,0.577011896,1.131383758,-0.623698671,7.604363446,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4436/2021_2_6_3_22_29,2.086226378,23,-0.08296963,0.953938432,-0.021152916,9.00207524,3.317992126,0.999546665,-0.321004641,0.374103437,4.795831523
986,1009,61,0.196948773,0.076276591,0.913254388,57,6,FALSE,FALSE,2.06761024,1.311309246,0.328195215,3.298157562,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1009/2021_2_6_3_22_44,-0.090740808,308,0.656623799,1.015141642,0.121613667,3.496133044,24.39335607,1,1.037000425,0.85013217,17.54992877
987,1694,24,0.103428768,0.070689488,0.649654843,43,2,TRUE,FALSE,2.989542185,0.702171214,0.847838023,0.621685784,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1694/2021_2_6_3_22_47,-0.431314068,133,0.432193342,0.753067795,0.096811766,0.439272636,39.16351996,1,19.71727037,1,11.53256259
988,4858,18,0.314887242,0.006120168,1.53375274,12,2,TRUE,TRUE,1.012154863,0.67691452,0.0988508,0.731392092,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4858/2021_2_6_3_22_54,0.427717503,72,0.152934567,0.970068967,0.015044961,0.805172885,7.515677982,1,0.883184393,0.811431674,8.485281374
989,4140,30,0.186247987,0.084415041,1.142501303,12,3,FALSE,FALSE,2.514250561,1.907180243,0.257987394,7.953070831,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4140/2021_2_6_3_23_3,0.133219985,154,-0.052599575,0.864852877,-0.007362519,7.37043097,36.83143496,1,0.446772494,0.672480333,12.40967365
990,2341,14,0.158967474,0.083083855,1.948023465,51,3,FALSE,FALSE,1.642074856,0.945798838,-0.510222646,8.859094102,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2341/2021_2_6_3_23_5,0.666815251,35,0.088802918,0.952960062,0.011040703,10.82611511,9.642881247,1,-0.28485154,0.387878942,5.916079783
991,3600,80,0.347513889,0.006523329,1.227894902,7,8,TRUE,TRUE,1.105246622,0.962997099,0.109977302,0.646225543,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3600/2021_2_6_3_25_0,0.205301241,360,-0.146561699,0.919862801,-0.014851457,0.68859667,25.82058205,1,3.439544907,0.999708653,18.97366596
992,2024,19,0.198564593,0.023547363,0.816625615,26,4,TRUE,FALSE,1.716340196,1.100599658,0.26930255,0.549670174,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2024/2021_2_6_3_25_3,-0.202574532,39,0.391941156,0.823754853,0.061308391,0.599500813,10.04044993,1,2.16667447,0.984870158,6.244997998
993,3767,10,0.166923281,0.05593995,0.15787542,4,2,FALSE,FALSE,3.09571714,0.691513137,0.274298656,4.421070858,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3767/2021_2_6_3_25_4,-1.845949038,29,0.137805809,0.40398945,0.020674643,6.411712199,39.42885145,1,0.213017532,0.584343356,5.385164807
994,3284,40,0.134363581,0.086036123,0.327733025,47,8,FALSE,FALSE,3.030185132,1.54618522,0.274103068,4.715939741,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3284/2021_2_6_3_25_14,-1.115555951,98,0.309858549,1.043871573,0.053996819,5.819129441,25.79805786,1,0.374444447,0.64596316,9.899494937
995,1259,65,0.325386448,0.064242233,1.788677938,24,5,FALSE,TRUE,1.40964861,1.045615019,0.134632589,4.358035598,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1259/2021_2_6_3_25_39,0.581476765,390,0.097767361,1.008258567,0.013297416,4.588359915,25.69537188,1,0.522229669,0.699244785,19.74841766
996,2249,72,0.235370041,0.006821131,0.672934954,43,9,TRUE,TRUE,2.518382894,0.992732908,0.348855344,0.601754861,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2249/2021_2_6_3_26_19,-0.396106604,252,0.689914137,0.987740532,0.096107176,0.649040529,29.38630211,1,6.181821632,1,15.87450787
997,2611,14,0.278382667,0.074261096,1.024842756,49,2,FALSE,FALSE,3.256126574,1.178149464,0.178328905,6.810799801,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2611/2021_2_6_3_26_22,0.024539192,51,1.313796974,1.36788952,0.147032998,8.79028163,10.14044455,1,0.02542552,0.510142222,7.141428429
998,3819,49,0.110965046,0.080604856,0.366789551,6,4,FALSE,FALSE,2.419008729,2.165548708,0.116861646,8.012237431,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3819/2021_2_6_3_26_37,-1.002967026,321,0.032471593,1.033633164,0.002766112,9.203050324,41.36702395,1,0.222120869,0.587890104,17.91647287
999,4711,46,0.123111497,0.06816376,0.269270887,25,4,FALSE,FALSE,3.695210378,1.64667778,0.053933576,10.51592644,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4711/2021_2_6_3_26_53,-1.31203739,244,0.730693233,1.127181429,0.103466305,14.32971826,41.08232884,1,-0.053994499,0.478469774,15.62049935
1000,1110,77,0.181478881,0.012934838,0.480824305,56,7,TRUE,TRUE,2.030706494,1.416514297,0.375735751,0.606175652,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1110/2021_2_6_3_27_17,-0.732253346,385,0.473073625,1.079472211,0.088142266,0.610769436,28.31287692,1,9.239152011,1,19.62141687
1001,3222,57,0.128736646,0.056303252,10.81537017,42,3,FALSE,TRUE,0.578390586,0.900333305,-0.044913628,8.569664249,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3222/2021_2_6_10_1_19,2.380968287,513,0.131468722,0.982929396,0.025449883,9.120795013,10.29835741,1,-0.174732419,0.430644947,22.64950331
1002,2097,38,0.162274427,0.064059344,0.075171721,9,6,FALSE,FALSE,4.952239091,1.09690139,0.739328277,3.178194142,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2097/2021_2_6_10_1_26,-2.587980174,139,0.891069315,0.846860708,0.157132554,4.237587926,56.53879681,1,1.619786177,0.947360892,11.78982612
1003,2427,77,0.379801904,0.060660343,1.00855208,47,7,FALSE,TRUE,1.88603739,0.915257179,0.134195653,5.405515644,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2427/2021_2_6_10_2_53,0.008515718,385,0.911237585,0.967092462,0.094672835,5.75013643,19.77779177,1,0.134865269,0.5536408,19.62141687
1004,1800,27,0.099526749,0.063711725,0.013710396,56,7,TRUE,FALSE,3.055877044,1.181486322,0.968872409,0.755857452,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1800/2021_2_6_10_2_56,-4.289600902,43,0.342910304,0.910460207,0.065096902,0.310465553,19.53969265,1,19.08892071,1,6.557438524
1005,4340,51,0.196462456,0.006145493,0.323232129,20,3,TRUE,TRUE,3.633227174,1.052257503,0.475438156,0.608023815,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4340/2021_2_6_10_3_27,-1.129384549,408,0.694759192,0.718950659,0.091220727,0.621380941,82.55663034,1,12.48961969,1,20.19900988
1006,2434,22,0.146989617,0.079563807,0.829596152,58,8,FALSE,FALSE,1.186126583,1.576688036,-1.001362176,5.19485398,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2434/2021_2_6_10_3_29,-0.18681626,22,0.073391242,0.965420499,0.007464732,8.293465396,5.406132753,0.999999968,-0.570547702,0.284153139,4.69041576
1007,3152,64,0.082502181,0.039084272,5.618174184,44,9,TRUE,FALSE,1.29686431,1.29930649,0.330152834,0.727487457,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3152/2021_2_6_10_3_48,1.726006733,247,0.09853566,0.966238552,0.02317369,0.727512806,19.49126642,1,6.631575296,1,15.71623365
1008,4182,6,0.113781285,0.035594209,0.498601035,6,2,FALSE,FALSE,3.273146561,1.088997783,-0.256297461,3.789675234,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4182/2021_2_6_10_3_49,-0.695949032,6,-1.721864737,0.54275065,-0.305672285,7.589724947,22.54300192,1,0.015935113,0.506356921,2.449489743
1009,1130,21,0.146776233,0.024547846,1.952647636,38,2,TRUE,FALSE,1.266849861,0.843470636,0.2519074,0.575960659,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1130/2021_2_6_10_3_51,0.669186214,102,0.250489908,0.694868523,0.052808949,0.568407133,14.77219364,1,3.537597736,0.999798108,10.09950494
1010,4949,63,0.265363854,0.005529267,3.305815856,45,9,TRUE,TRUE,0.901112652,0.979074777,0.096066827,0.677844717,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4949/2021_2_6_10_5_10,1.195683298,189,0.058587502,1.018938427,0.006470107,0.74419894,11.36752282,1,1.655137069,0.951051651,13.74772708
1011,1208,44,0.252539886,0.064081519,7.43384691,33,4,FALSE,TRUE,0.293729458,0.896447886,-0.044900906,4.665822164,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1208/2021_2_6_10_5_20,2.006043478,220,-0.063273528,0.964595484,-0.008351327,5.04333445,5.489565427,0.99999998,-0.107491951,0.457199355,14.83239697
1012,3922,57,0.110062893,0.029056926,2.197557288,59,8,TRUE,FALSE,2.447236823,1.78706889,0.459365082,0.687889941,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3922/2021_2_6_10_5_41,0.78734642,248,0.103980462,1.061293755,0.018641053,0.603686952,34.77042799,1,11.49690072,1,15.74801575
1013,1471,104,0.231435967,0.111236392,0.875701244,9,9,FALSE,FALSE,1.395069413,1.331671427,0.022909873,6.84465839,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1471/2021_2_6_10_6_41,-0.132730291,625,0.298483743,0.980975436,0.042621917,7.694999867,27.94630809,1,-0.064041728,0.4744685,25
1014,1594,108,0.200532088,0.011708501,0.480886113,55,6,TRUE,TRUE,2.597351899,1.565278977,0.424681384,0.637202502,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1594/2021_2_6_10_7_41,-0.732124807,918,0.449195795,1.156834215,0.07313636,0.613185469,56.26211492,1,17.37042487,1,30.29851482
1015,3738,12,0.158418049,0.02940983,0.115089871,18,2,FALSE,FALSE,3.081331228,0.592514085,0.400260967,3.779071332,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3738/2021_2_6_10_7_43,-2.162041967,39,0.584160196,0.468368294,0.083900505,3.513370265,33.2960798,1,0.562329132,0.713054103,6.244997998
1016,1251,42,0.231871646,0.01098855,1.586097512,33,7,TRUE,TRUE,1.607951242,0.884988542,0.25379088,0.675832229,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1251/2021_2_6_10_7_51,0.461276604,105,0.169075212,1.056922279,0.026895395,0.749733927,13.95002464,1,3.101082633,0.999035928,10.24695077
1017,3780,54,0.062174211,0.073215849,3.104775846,29,9,FALSE,FALSE,3.335275497,2.960994924,1.136045908,6.074696217,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3780/2021_2_6_10_8_5,1.132941521,172,0.098545732,0.979517431,0.031584971,7.269140928,43.33696527,1,1.992652163,0.976850225,13.11487705
1018,4670,66,0.208993576,0.005972149,0.622375365,33,6,TRUE,TRUE,3.080735447,0.943267705,0.382742468,0.581370399,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_4670/2021_2_6_10_9_4,-0.474211888,330,0.19885539,1.053715876,0.024669211,0.613178872,49.68317576,1,10.60819941,1,18.16590212
1019,3823,72,0.299008923,0.076551292,0.62922544,52,8,FALSE,TRUE,2.941209875,1.399756348,0.098782313,8.904315502,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_3823/2021_2_6_10_10_27,-0.463265676,288,0.708921104,1.010533992,0.075063228,9.841442555,37.48829523,1,0.040901139,0.516312645,16.97056275
1020,2102,70,0.30969145,0.010310597,0.563142118,46,7,TRUE,TRUE,2.608979366,1.136431035,0.317186212,0.63561824,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2102/2021_2_6_10_11_12,-0.574223253,315,0.929363917,1.088298802,0.113265809,0.669550531,27.39157385,1,5.405459254,0.999999968,17.74823935
1021,2495,52,0.199514413,0.088100095,0.6307785,34,8,FALSE,FALSE,2.442023272,1.365436742,0.068461071,5.941762588,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_2495/2021_2_6_10_11_32,-0.460800509,153,0.018750313,1.006606159,0.001836178,7.650619117,29.77751611,1,0.107717349,0.542890046,12.36931688
1022,1183,102,0.068337394,0.032117961,3.529941421,24,9,TRUE,FALSE,1.069777547,1.176217492,0.387264821,0.787652582,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1183/2021_2_6_10_12_5,1.261281276,607,0.02270341,1.002343411,0.011040161,0.688867593,25.73684092,1,13.45568617,1,24.63736999
1023,1680,9,0.162433862,0.035880833,1.212097402,56,3,FALSE,FALSE,2.369099144,1.180288251,0.39732235,0.689124047,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1680/2021_2_6_10_12_5,0.192352249,10,0.685394219,0.911803062,0.120826868,0.926116686,5.83935577,0.999999997,0.944109416,0.827443131,3.16227766
1024,1305,16,0.141427203,0.079923853,4.532208465,50,5,FALSE,FALSE,0.334318614,1.113964848,-0.694891426,3.705368341,C:/Users/owen/Machine learning projects/Luc_tweet project/Results/Multiple_population_correlations/T_1305/2021_2_6_10_12_7,1.511209341,19,0.153736675,1.038754389,0.017153061,5.895130906,0.757771455,0.775706093,-0.526490422,0.299273753,4.358898944
